0,Chad,Tarnowskie Góry,Środkowa,467,38
111,Jordan,Kwidzyn,Kopernika,542,44
112,Lithuania,Nowy Targ,Wiejska,560,43
113,Antigua and Barbuda,Skawina,Konarskiego,698,79
114,Croatia,Żary,Solidarnosci,706,5
115,Venezuela,Pruszków,Górna,517,54
116,United States,Żywiec,Radosna,269,68
117,Yemen,Nysa,Koralowa,540,38
118,Lebanon,Zgorzelec,Owocowa,296,47
119,Sweden,Wejherowo,Konopnickiej,883,64
120,Germany,Krosno,Listopada,148,79
121,India,Leszno,Bolesława Krzywoustego,497,86
122,Russia,Myszków,Piłsudskiego,135,80
123,Morocco,Łuków,Kaszubska,825,60
124,Singapore,Płońsk,Ptasia,320,82
125,Haiti,Szczytno,Wojciecha,168,43
126,Central African Republic,Białogard,Piwna,159,96
127,Nepal,Gorlice,Piekarska,791,33
128,Laos,Bełchatów,Skrajna,648,91
129,Saint Kitts and Nevis,Ełk,Brzozowa,279,5
130,Tajikistan,Ostrów Mazowiecka,Wiklinowa,406,9
131,Bhutan,Żywiec,Lipowa,183,17
132,Madagascar,Rybnik,Średnia,636,15
133,Mauritius,Jaworzno,Jaśminowa,585,39
134,Mexico,Bytom,Rajska,495,29
135,Cameroon,Goleniów,Miła,385,93
136,Republic of Ireland,Kraków,Lotnicza,396,61
137,Taiwan,Kraśnik,Strzelecka,718,51
138,Chile,Mielec,Tysiąclecia,241,23
139,Nicaragua,Ostrołęka,Lawendowa,39,35
140,Guatemala,Jarosław,Miodowa,446,13
141,Central African Republic,Kutno,Korczaka,203,25
142,Panama,Mława,Kosynierów,1,63
143,North Macedonia,Gdynia,Piękna,109,1
144,Dominica,Częstochowa,Powstańców,626,40
145,Ethiopia,Świebodzice,Zakątek,31,55
146,Morocco,Czerwionka-Leszczyny,Strzelecka,307,57
147,Tunisia,Piekary Śląskie,Zdrojowa,28,93
148,Afghanistan,Krosno,Nadbrzeżna,114,62
149,North Korea,Wągrowiec,Jana,407,73
150,Sudan,Czeladź,Kwiatowa,380,31
151,Estonia,Suwałki,Wesoła,381,72
152,Sierra Leone,Słupsk,Władysława Łokietka,638,27
153,Maldives,Mikołów,Rolnicza,898,52
154,Burkina Faso,Jawor,Kołłątaja,472,16
155,Bosnia and Herzegovina,Brzeg,Graniczna,516,62
156,Grenada,Żory,Swierkowa,672,14
157,Guinea,Toruń,Strażacka,640,0
158,Maldives,Olkusz,Zachodnia,484,3
159,Belgium,Opole,Szewska,747,64
160,CÃ´te d'Ivoire,Oława,Parkowa,796,11
161,Haiti,Oleśnica,Urocza,97,60
162,Laos,Jasło,Baczynskiego,40,39
163,Eritrea,Tczew,Mostowa,169,88
164,Cuba,Kielce,Cyprysowa,691,95
165,Tajikistan,Giżycko,Rolnicza,9,64
166,Mali,Kraśnik,Długa,108,38
167,Argentina,Kościerzyna,Środkowa,250,88
168,India,Lubartów,Sportowa,391,97
169,Guatemala,Piekary Śląskie,Wyzwolenia,668,69
170,Turkey,Lublin,Witosa,752,18
171,Cyprus,Sandomierz,Sybiraków,844,27
172,Burundi,Legionowo,Radosna,697,1
173,Russia,Zielona Góra,Jabłoniowa,665,3
174,Belarus,Oława,Boczna,284,35
175,Liechtenstein,Chojnice,Dębowa,225,93
176,Israel,Zakopane,Cisowa,812,58
177,Morocco,Bielsko-Biała,Młyńska,523,67
178,Seychelles,Kalisz,Nadbrzeżna,225,35
179,Syria,Rzeszów,Norwida,327,86
180,Brunei Darussalam,Krosno,Szpitalna,141,32
181,Iceland,Goleniów,Staffa,196,33
182,Zimbabwe,Koszalin,Krakowska,454,6
183,Iceland,Kościerzyna,Jesionowa,619,75
184,Saudi Arabia,Ostrołęka,Konarskiego,885,17
185,Israel,Kłodzko,Jasna,192,28
186,Federated States of Micronesia,Tarnów,Gajowa,341,9
187,Zimbabwe,Rybnik,Makuszyńskiego,86,80
188,Angola,Grodzisk Mazowiecki,Łączna,342,55
189,Belarus,Częstochowa,Bolesława Krzywoustego,190,90
190,Switzerland,Giżycko,Poniatowskiego,110,63
191,Venezuela,Żory,Toruńska,427,64
192,Liberia,Bełchatów,Staffa,386,19
193,Guatemala,Inowrocław,Chabrowa,465,18
194,El Salvador,Koło,Kaszubska,99,34
195,Bosnia and Herzegovina,Zgorzelec,Rataja,536,88
196,Greece,Ruda Śląska,Promienna,226,61
197,Kazakhstan,Mikołów,Kilińskiego,616,13
198,Kazakhstan,Ostrów Wielkopolski,Gdańska,802,9
199,Kenya,Czeladź,Koralowa,539,16
200,Sri Lanka,Kętrzyn,Zamkowa,506,62
201,Finland,Białystok,Grzybowa,255,100
202,Andorra,Świdnica,Dolna,268,99
203,Paraguay,Radomsko,Kwiatowa,694,22
204,Slovenia,Brodnica,Fiołkowa,690,25
205,Ukraine,Skarżysko-Kamienna,Zakole,530,100
206,Norway,Zielona Góra,Młynarska,768,41
207,Liberia,Śrem,Narutowicza,71,59
208,Palau,Nowy Sącz,Nadbrzeżna,567,18
209,Nauru,Konin,Majowa,894,78
210,Mozambique,Piekary Śląskie,Partyzantów,96,71
211,Botswana,Koło,Batalionów Chłopskich,633,45
212,Zambia,Siemianowice Śląskie,Krótka,428,55
213,Algeria,Lublin,Andersa,658,40
214,Togo,Oleśnica,Kaszubska,356,29
215,Zimbabwe,Gdańsk,Reja,704,62
216,Moldova,Kętrzyn,Tysiąclecia,326,39
217,Afghanistan,Elbląg,Kolorowa,563,80
218,Norway,Żory,Gałczynskiego,306,21
219,Nepal,Piastów,Torowa,395,70
220,Kenya,Wągrowiec,Kazimierza Wielkiego,373,81
221,Mexico,Kołobrzeg,Parkowa,345,84
222,Ghana,Bydgoszcz,Wiklinowa,787,26
223,United Arab Emirates,Sosnowiec,Szafirowa,348,4
224,Namibia,Świebodzice,Turystyczna,279,52
225,Estonia,Bartoszyce,Matejki,273,68
226,Nauru,Kołobrzeg,Stroma,854,63
227,Egypt,Zawiercie,Baczynskiego,690,53
228,Egypt,Wałbrzych,Kopernika,119,15
229,Estonia,Gdańsk,Wieniawskiego,120,73
230,Iceland,Szczytno,Urocza,50,43
231,Armenia,Słupsk,Słowackiego,92,3
232,Liechtenstein,Radom,Cmentarna,157,55
233,Federated States of Micronesia,Pszczyna,Rycerska,661,1
234,Poland,Oświęcim,Harcerska,470,2
235,Zambia,Stalowa Wola,Górna,848,0
236,Lesotho,Bielsko-Biała,Sadowa,207,27
237,Senegal,Czeladź,Plater,261,79
238,Sri Lanka,Świecie,Brzoskwiniowa,265,49
239,Brunei Darussalam,Wodzisław Śląski,Reymonta,123,69
240,Jordan,Jawor,Harcerska,696,39
241,Romania,Zawiercie,Piwna,527,88
242,Laos,Żagań,Kościuszki,419,55
243,Zimbabwe,Zakopane,Konopnickiej,562,34
244,Malawi,Wodzisław Śląski,Kalinowa,717,41
245,Bosnia and Herzegovina,Zduńska Wola,Targowa,647,77
246,Saudi Arabia,Krotoszyn,Nadbrzeżna,599,5
247,Bulgaria,Wodzisław Śląski,Bolesława Krzywoustego,174,43
248,Honduras,Chrzanów,Wschodnia,687,52
249,United Arab Emirates,Oleśnica,Dąbrowskiego,719,20
250,Republic of Ireland,Częstochowa,Krzywa,677,54
251,Tajikistan,Grodzisk Mazowiecki,Wróblewskiego,71,48
252,Republic of the Congo,Radomsko,Jana Sobieskiego,22,25
253,Somalia,Lubartów,Kusocińskiego,821,55
254,United Kingdom,Koło,Dojazdowa,762,10
255,Germany,Cieszyn,Makuszyńskiego,31,28
256,Iraq,Bełchatów,Ogrodowa,277,91
257,Estonia,Wałcz,Cegielniana,407,96
258,Central African Republic,Oława,Agrestowa,598,19
259,Spain,Kwidzyn,Źródlana,689,58
260,Georgia,Koszalin,Gajowa,430,18
261,Turkmenistan,Kwidzyn,Srebrna,25,62
262,Central African Republic,Dąbrowa Górnicza,Nałkowskiej,14,8
263,Djibouti,Ruda Śląska,Prosta,550,68
264,South Africa,Głogów,Drzymały,7,68
265,Australia,Krotoszyn,Brzechwy,511,99
266,Maldives,Mysłowice,Wyspiańskiego,530,68
267,Romania,Augustów,Bursztynowa,212,96
268,Nauru,Warszawa,Rolnicza,282,15
269,Somalia,Skarżysko-Kamienna,Miła,470,97
270,Bhutan,Szczecin,Spółdzielcza,142,42
271,Palestine,Goleniów,Piastowska,132,63
272,Ghana,Ełk,Kwiatowa,709,4
273,Finland,Racibórz,Norwida,419,39
274,Kyrgyzstan,Malbork,Kolonia,857,19
275,Zimbabwe,Polkowice,Powstańców Wielkopolskich,27,88
276,United Kingdom,Gdynia,Targowa,559,19
277,Mauritania,Ostrołęka,Kruczkowskiego,712,3
278,Lesotho,Mińsk Mazowiecki,Jagodowa,241,63
279,Bulgaria,Kościerzyna,Jeziorna,888,20
280,SÃ£o TomÃ© and PrÃ­ncipe,Płońsk,Letnia,73,34
281,South Korea,Malbork,Cyprysowa,611,62
282,Libya,Koszalin,Kusocińskiego,186,78
283,East Timor,Wałcz,Irysowa,688,56
284,South Africa,Wrocław,Miła,546,68
285,Paraguay,Olsztyn,Piekarska,757,23
286,Oman,Jarosław,Korfantego,829,31
287,Sierra Leone,Chojnice,Zdrojowa,720,24
288,Belgium,Olsztyn,Morska,778,27
289,Sri Lanka,Starogard Gdański,Ceglana,410,91
290,Poland,Racibórz,Północna,731,11
291,Turkey,Nowa Sól,Liliowa,168,5
292,Ghana,Sochaczew,Jana Sobieskiego,698,3
293,Tajikistan,Jarocin,Niepodległości,821,62
294,Mauritania,Nowy Sącz,Bursztynowa,620,92
295,Barbados,Wrocław,Mazurska,513,26
296,Pakistan,Iława,Ogrodowa,523,0
297,Costa Rica,Łowicz,Piękna,13,7
298,Australia,Grudziądz,Browarna,853,35
299,Niger,Dzierżoniów,Kossaka,157,89
300,East Timor,Iława,Tysiąclecia,493,80
301,Niger,Pabianice,Pocztowa,414,36
302,France,Zamość,Paderewskiego,583,32
303,Comoros,Inowrocław,Rumiankowa,473,1
304,Kiribati,Bielsko-Biała,Rumiankowa,423,30
305,New Zealand,Zgierz,Kochanowskiego,742,57
306,Canada,Starachowice,Konopnickiej,29,20
307,Myanmar,Mysłowice,Rózana,734,10
308,Belgium,Mława,Wesoła,319,98
309,Lesotho,Pruszków,Krucza,420,49
310,Guyana,Marki,Skłodowskiej-Curie,84,85
311,Malta,Sosnowiec,Rajska,808,85
312,Mali,Skarżysko-Kamienna,Glówna,873,60
313,Oman,Oława,Osiedlowa,826,77
314,Niger,Czechowice-Dziedzice,Dolna,562,19
315,Ecuador,Tomaszów Mazowiecki,Jasna,420,95
316,Azerbaijan,Gniezno,Górna,302,48
317,Chile,Tomaszów Mazowiecki,Floriana,335,85
318,Kuwait,Bolesławiec,Jeziorna,273,17
319,Argentina,Piastów,Jałowcowa,262,100
320,Nigeria,Jasło,Łabędzia,71,33
321,Republic of the Congo,Biłgoraj,Władysława Jagiełły,226,74
322,Nigeria,Czerwionka-Leszczyny,Staszica,172,100
323,Samoa,Żywiec,Willowa,319,56
324,Myanmar,Swarzędz,Piłsudskiego,758,49
325,Bosnia and Herzegovina,Kluczbork,Pomorska,78,77
326,Togo,Stargard Szczeciński,Akacjowa,407,100
327,Maldives,Myszków,Bema,813,60
328,Estonia,Siedlce,Batalionów Chłopskich,676,71
329,Belgium,Ełk,Targowa,695,82
330,Indonesia,Sopot,Bydgoska,673,18
331,Equatorial Guinea,Tomaszów Mazowiecki,Kruczkowskiego,667,37
332,Iraq,Piekary Śląskie,Jabłoniowa,337,73
333,Algeria,Nowy Sącz,Leszczynowa,168,6
334,Guinea,Lubliniec,Kilińskiego,474,20
335,Jamaica,Białogard,Podgórna,641,82
336,Niger,Ostrowiec Świętokrzyski,Wiązowa,202,62
337,Guatemala,Zduńska Wola,Wieniawskiego,522,95
338,Belize,Szczecinek,Cmentarna,309,3
339,Egypt,Bolesławiec,Chmielna,36,66
340,Suriname,Koszalin,Wierzbowa,647,100
341,Cuba,Bytom,Kosynierów,700,3
342,Spain,Jasło,Skłodowskiej-Curie,396,100
343,Djibouti,Racibórz,Stycznia,696,15
344,Bosnia and Herzegovina,Sopot,Nadrzeczna,259,2
345,Liechtenstein,Sopot,Kołłątaja,349,75
346,United Arab Emirates,Stalowa Wola,Odrzańska,460,64
347,Nigeria,Swarzędz,Turystyczna,815,78
348,CÃ´te d'Ivoire,Ostrów Wielkopolski,Wysoka,16,2
349,Malaysia,Gdańsk,Okrzei,26,42
350,Myanmar,Nowy Sącz,Spółdzielcza,647,45
351,Spain,Tychy,Leszczynowa,691,100
352,Burkina Faso,Wyszków,Żwirowa,850,6
353,Canada,Radom,Gałczynskiego,383,8
354,Yemen,Elbląg,Kielecka,473,42
355,Singapore,Wodzisław Śląski,Lazurowa,133,47
356,Bhutan,Piastów,Morelowa,443,10
357,Cameroon,Tychy,Brzozowa,47,84
358,Croatia,Płońsk,Wiejska,841,17
359,Sri Lanka,Legnica,Lawendowa,536,69
360,Romania,Pruszcz Gdański,Diamentowa,546,4
361,Togo,Piastów,Listopada,609,15
362,Barbados,Oleśnica,Jaworowa,183,61
363,Brazil,Brodnica,Spółdzielcza,856,68
364,Cameroon,Bielawa,Jaskółcza,782,55
365,Guatemala,Olkusz,Grabowa,258,54
366,Slovenia,Białogard,Krasińskiego,438,8
367,Luxembourg,Tarnów,Cegielniana,648,65
368,Suriname,Świdnica,Porzeczkowa,125,100
369,SÃ£o TomÃ© and PrÃ­ncipe,Rumia,Jarzębinowa,508,90
370,Federated States of Micronesia,Nowa Ruda,Dębowa,61,68
371,Uruguay,Ząbki,Pułaskiego,60,47
372,Ukraine,Malbork,Szeroka,695,57
373,Panama,Myszków,Plażowa,536,79
374,Somalia,Wieluń,Graniczna,170,70
375,Papua New Guinea,Przemyśl,Krótka,563,25
376,Mozambique,Piotrków Trybunalski,Batalionów Chłopskich,270,95
377,Federated States of Micronesia,Suwałki,Żwirowa,287,45
378,Bosnia and Herzegovina,Nowy Sącz,Rolnicza,295,49
379,El Salvador,Ostrowiec Świętokrzyski,Towarowa,414,86
380,Nepal,Łaziska Górne,Łabędzia,554,7
381,Poland,Radom,Pałacowa,95,59
382,Angola,Czerwionka-Leszczyny,Krakowska,236,24
383,Cameroon,Zgorzelec,Piastowska,125,35
384,Rwanda,Piaseczno,Robotnicza,46,25
385,Vatican City,Łaziska Górne,Tartaczna,506,62
386,Kingdom of the Netherlands,Łomża,Księżycowa,803,4
387,Dominica,Biała Podlaska,Swierkowa,592,80
388,Kazakhstan,Piaseczno,Orzeszkowej,704,90
389,Morocco,Płock,Zielna,614,79
390,Portugal,Olsztyn,Nadrzeczna,369,40
391,Nauru,Gorzów Wielkopolski,Średnia,49,68
392,Cambodia,Myszków,Bolesława Chrobrego,322,47
393,Papua New Guinea,Tarnobrzeg,Perłowa,48,26
394,Eritrea,Częstochowa,Maczka,549,76
395,Nigeria,Bielsko-Biała,Wrzosowa,840,51
396,Norway,Olsztyn,Kalinowa,678,21
397,Portugal,Warszawa,Makowa,189,48
398,Dominica,Legnica,Pomorska,54,86
399,Mauritius,Augustów,Dąbrowskiej,520,84
400,Iceland,Biała Podlaska,Irysowa,1,13
401,Somalia,Jasło,Szewska,69,33
402,Serbia,Sandomierz,Promienna,89,86
403,Singapore,Zielona Góra,Okrzei,834,89
404,Tonga,Grodzisk Mazowiecki,Partyzantów,552,3
405,Vanuatu,Jaworzno,Narutowicza,255,24
406,Panama,Malbork,Myśliwska,36,54
407,Chile,Wyszków,Bałtycka,898,88
408,Hungary,Siemianowice Śląskie,Fabryczna,315,28
409,Kyrgyzstan,Kłodzko,Szczęśliwa,718,93
410,Kiribati,Knurów,Orla,456,79
411,Lithuania,Czeladź,Grottgera,627,46
412,Moldova,Biłgoraj,Magnoliowa,284,6
413,Antigua and Barbuda,Żary,Nałkowskiej,158,70
414,Bosnia and Herzegovina,Police,Powstańców Wielkopolskich,717,41
415,Tunisia,Pabianice,Handlowa,4,46
416,Kuwait,Kwidzyn,Jana,464,15
417,Bhutan,Ostrowiec Świętokrzyski,Pułaskiego,628,54
418,Uruguay,Nysa,Przechodnia,620,80
419,Uruguay,Mysłowice,Olchowa,662,13
420,Japan,Tczew,Dąbrowskiego,636,76
421,Kyrgyzstan,Oleśnica,Wolności,799,2
422,Marshall Islands,Mikołów,Torowa,500,63
423,Cambodia,Oświęcim,Pomorska,333,88
424,Cameroon,Marki,Zamkowa,33,5
425,Cape Verde,Kielce,Głowackiego,640,72
426,CÃ´te d'Ivoire,Szczecin,Jana Sobieskiego,262,27
427,Ukraine,Ząbki,Odrzańska,818,80
428,Rwanda,Zabrze,Bałtycka,575,75
429,Belgium,Myszków,Pszenna,595,67
430,Sweden,Bytom,Swierkowa,65,82
431,Turkmenistan,Tarnowskie Góry,Gołębia,238,34
432,Brunei Darussalam,Kraków,Rolnicza,225,28
433,Rwanda,Luboń,Dworcowa,161,35
434,Algeria,Koło,Południowa,296,16
435,Poland,Marki,Warszawska,202,52
436,Spain,Katowice,Targowa,1,2
437,Syria,Siedlce,Wilcza,454,85
438,Finland,Myszków,Krasickiego,285,68
439,Belgium,Gorlice,Konwaliowa,558,2
440,Pakistan,Koszalin,Koralowa,238,73
441,East Timor,Biłgoraj,Żytnia,553,97
442,Spain,Wałcz,Zbożowa,718,90
443,Palau,Żagań,Urocza,328,86
444,Angola,Gorlice,Bydgoska,553,17
445,Italy,Giżycko,Glówna,237,21
446,Denmark,Świdnik,Lubelska,803,55
447,Antigua and Barbuda,Ostróda,Jasna,670,93
448,Egypt,Swarzędz,Rzemieślnicza,309,54
449,Sri Lanka,Goleniów,Jagodowa,438,99
450,Algeria,Bydgoszcz,Towarowa,117,71
451,Marshall Islands,Żory,Popiełuszki,788,82
452,Niger,Police,Żwirki i Wigury,207,62
453,Samoa,Zakopane,Miarki,465,47
454,Norway,Oława,Traugutta,28,31
455,Libya,Bochnia,Słonecznikowa,119,25
456,Brazil,Śrem,Szarych Szeregów,112,64
457,France,Leszno,Górnicza,302,1
458,Brazil,Suwałki,Krasickiego,136,10
459,Finland,Jarosław,Turkusowa,752,63
460,Kenya,Kwidzyn,Robotnicza,465,76
461,Ghana,Łowicz,Sawickiej,238,71
462,North Macedonia,Żywiec,Lazurowa,207,9
463,Singapore,Świecie,Jeżynowa,111,60
464,Bulgaria,Jastrzębie-Zdrój,Sybiraków,215,84
465,United Arab Emirates,Jaworzno,Kossaka,566,78
466,Syria,Rybnik,Niepodległości,433,25
467,Moldova,Goleniów,Batalionów Chłopskich,291,92
468,North Macedonia,Dąbrowa Górnicza,Glówna,779,55
469,Mozambique,Zduńska Wola,Młynarska,159,50
470,Angola,Wejherowo,Długa,607,29
471,Bosnia and Herzegovina,Olkusz,Długosza,761,91
472,Grenada,Bartoszyce,Kowalska,713,7
473,Dominica,Wołomin,Zielna,889,20
474,Liechtenstein,Kościerzyna,Glówna,758,33
475,Zambia,Koło,Stefana Batorego,98,75
476,Madagascar,Dzierżoniów,Niepodległości,888,39
477,Albania,Toruń,Okulickiego,805,86
478,Bulgaria,Kłodzko,Borowa,261,51
479,United States,Piaseczno,Pałacowa,855,80
480,Niger,Ełk,Bursztynowa,515,4
481,Belize,Piastów,Słowianska,868,21
482,Rwanda,Swarzędz,Staszica,301,5
483,Cambodia,Warszawa,Morelowa,240,43
484,Slovenia,Grodzisk Mazowiecki,Szmaragdowa,586,1
485,United States,Kędzierzyn-Koźle,Maja,82,64
486,Thailand,Radomsko,Bałtycka,166,85
487,Austria,Augustów,Jeżynowa,602,86
488,Denmark,Wodzisław Śląski,Kazimierza Wielkiego,155,34
489,Laos,Dzierżoniów,Chabrowa,584,62
490,Turkmenistan,Jaworzno,Orla,864,91
491,Bolivia,Tomaszów Mazowiecki,Sucharskiego,473,81
492,People's Republic of China,Łowicz,Mazowiecka,231,90
493,The Gambia,Koszalin,Dąbrowskiego,93,92
494,Vatican City,Reda,Sadowa,814,71
495,United Arab Emirates,Wejherowo,Gołębia,127,55
496,Vatican City,Polkowice,Fabryczna,254,54
497,Tajikistan,Ząbki,Jagodowa,569,72
498,Brazil,Lublin,Wysoka,95,43
499,Samoa,Bełchatów,Średnia,75,63
500,Japan,Radomsko,Grottgera,293,10
501,Samoa,Wołomin,Tuwima,727,98
502,People's Republic of China,Jastrzębie-Zdrój,Sawickiej,853,82
503,Monaco,Jawor,Żabia,734,74
504,Czech Republic,Tomaszów Mazowiecki,Ceglana,258,68
505,Samoa,Sosnowiec,Rózana,11,94
506,Marshall Islands,Bielawa,Szymanowskiego,88,45
507,Uzbekistan,Wałbrzych,Dobra,730,16
508,Slovakia,Reda,Letniskowa,165,5
509,Slovenia,Jelenia Góra,Lubelska,64,31
510,Brazil,Wołomin,Śląska,627,67
511,Dominica,Koło,Rejtana,822,32
512,Malawi,Wrocław,Polna,505,81
513,Albania,Piekary Śląskie,Konarskiego,692,22
514,Laos,Będzin,Rubinowa,795,2
515,Mauritius,Oleśnica,Jaworowa,582,31
516,Slovenia,Chojnice,Podleśna,81,65
517,Botswana,Świdnik,Kościuszki,872,69
518,Samoa,Oświęcim,Stefana Batorego,429,69
519,Zimbabwe,Wągrowiec,Leszczynowa,754,57
520,Kyrgyzstan,Mielec,Górna,827,73
521,Swaziland,Pabianice,Krokusowa,552,78
522,Tunisia,Sanok,Spokojna,415,57
523,Kenya,Gdynia,Promienna,878,96
524,Vanuatu,Zgierz,Broniewskiego,397,6
525,United States,Starogard Gdański,Tysiąclecia,686,57
526,Syria,Zabrze,Klasztorna,719,17
527,Syria,Płońsk,Stycznia,633,68
528,Botswana,Łódź,Młynarska,666,35
529,Slovakia,Swarzędz,Glówna,390,9
530,Uruguay,Zabrze,Południowa,288,96
531,Niger,Starachowice,Dąbrowskiego,702,43
532,Botswana,Jarocin,Grzybowa,809,96
533,Pakistan,Mysłowice,Wybickiego,811,22
534,Philippines,Kościerzyna,Wschodnia,283,63
535,People's Republic of China,Tarnobrzeg,Okrężna,456,36
536,Austria,Wodzisław Śląski,Pułaskiego,474,86
537,India,Słupsk,Cisowa,621,20
538,Kazakhstan,Pruszcz Gdański,Bukowa,474,62
